,Time,Amount,Transaction Method,Transaction Id,Location,Type of Card,Bank,Class
0,9.368495622089496,-1.1047240709455128,1.7262841112366176,-1.0488639736692638,-0.32335985947859247,0.8811936150234121,1.0733690644401777,0.0
1,9.541012033152217,-1.2197238452472507,1.8029915945621475,-0.9754056898938408,-0.2581963369037789,0.5474693601928985,0.5262914734263795,0.0
2,9.812014955957624,-0.9512669199005647,1.2780529724021634,-1.929625629923172,-0.3804024504213003,-0.1865813703008228,1.0640418566508918,0.0
3,8.051219228347424,-2.450606539451446,2.4528587898932326,-0.026888093075661756,0.48189720381900436,1.0571083587666246,1.7443418357800815,0.0
4,9.488090641267059,-1.3745772594652603,2.064539579075945,-1.9388762103016295,-0.1717912306788919,0.205216466042203,-0.050228589957109625,0.0
5,9.9170108146336,-0.7384364223639244,0.9816412881127798,-0.7400440296946883,-0.6284539563869804,1.365949903172985,-0.7362424405696895,0.0
6,-36.28984065988429,-1.7282041982392364,-0.8982807037688902,7.626710890357085,-0.7302203689583957,-2.7457467375723392,-0.9940323223031181,1.0
7,9.381333507919678,-1.4433914556724106,1.9973222535056356,-1.6156791143160347,-0.14568335518267217,0.06006775054255986,-0.212479627426145,0.0
8,9.788906565968139,-0.6957365161619822,0.8335855645234729,-0.4541580285534507,-0.2621228297681261,0.5729469434267983,0.603254827368776,0.0
9,9.94390301633698,-0.8984978389570648,1.1060079342751452,-1.197342369895494,-0.5916488958918504,0.11622016522588,0.81074495020985,0.0
10,10.038162737712861,-0.834400910286067,1.3147749451540391,-1.4178622039668722,-0.606621363195367,0.9703304627482723,-1.2110721714082266,0.0
11,-11.298698812038682,4.629363518254982,-2.681939641681577,-2.3495663967991827,0.1497127186252104,-1.35922537377223,0.7851544470732597,1.0
12,9.891805232985186,-0.6955621200752248,0.9266471802487033,-0.8229235579341116,-0.676178197461542,1.4808315694163714,-0.5035661564332189,0.0
13,9.993150825868508,-0.8555620525188963,1.0144508413529416,-1.269375945342338,-0.23933553546468436,0.1918007169512743,0.48748174238760345,0.0
14,9.972056193404086,-0.7825557824090181,1.1586192231764236,-1.4302413476051228,-0.6567967276857685,1.0670012117218888,-0.22266164519504875,0.0
15,9.711131594868455,-0.759982376020603,1.1414655292989497,-1.2962596184991826,-0.4592273094355293,-0.24145206463246713,-1.0431248977665786,0.0
16,9.993046626818867,-0.7530297286105461,1.2484730712401362,-1.1340668967862402,-0.5419128581990191,0.857391808386525,-1.309878706343137,0.0
17,9.768011500237579,-0.6385937205188402,0.9216316518547261,-0.32722189977404514,-0.4093962801186524,1.136131657169623,0.1115954804147056,0.0
18,9.709155690198722,-0.5382078349725714,0.6198849987494711,0.9115115127020817,-0.17050337481597894,1.2819324588425933,-0.8720824581725146,0.0
19,1.0537966720180592,1.962604279303406,-0.16450277974962546,-1.1750173130759,-0.8145023483746676,-2.1376758396519047,-6.410706564850011,1.0
20,-10.072713379049725,5.861853446721811,-5.201331513878724,-2.5019014031854137,-0.8418823574100719,-1.7461091351703566,1.74274580201448,1.0
21,9.585146368223304,-0.5004014845520054,0.5497899948061459,0.989833658875014,-0.10249086707120059,1.1838104360765944,0.03639762077054958,0.0
22,9.63471581065941,-0.5457269748280283,0.6260790521278571,1.0773307483150698,-0.14590960927072835,1.1139426411961681,-0.9045188834004693,0.0
23,9.402372547673266,-1.7103341082759198,0.4930886812520038,-1.4113798812398213,0.3047599303619113,-2.7743069199274757,2.855686462213256,0.0
24,9.942601033243209,-0.7664248537936013,1.086507917831607,-1.306520051170702,-0.6590940611671776,1.0351514654547633,-0.2740902703596729,0.0
25,10.678362422944573,-0.38555949040063264,-0.6469561062685993,-0.7237625447152328,1.9544475470623306,-0.9618350915497205,2.103859706285974,0.0
26,9.976515407779733,-0.7020191921567589,1.0629240131652562,-1.3936384962279176,-0.6216981918666412,1.2032418425277371,0.08139700735444715,0.0
27,10.003120284266059,-0.6779280984462974,0.7413633028484293,-1.0338246710437378,-0.5756256630764065,-1.5956009846549857,2.642763538566839,0.0
28,9.142359185281295,-0.015345263910451656,-0.5039219496274681,4.369688578060593,0.8422856454115207,0.15170567667903145,0.9016866123999647,0.0
29,8.98034591222966,-0.08539412513102684,-0.41646855394931515,5.232954907725352,0.4675734462808413,1.1964953581377475,-0.4385031955068674,1.0
30,9.936468748138727,-0.7179828819527732,0.912320132048575,-0.9213824005651239,-0.6696652606366946,0.8977661055400338,-0.1415711251005108,0.0
31,9.894636158040381,-0.8203342834487134,1.0299498307054997,-1.6119728029490097,-0.8652014881187022,1.5390224901826899,0.17725956874660082,0.0
32,7.822762114330592,-3.381495570876301,5.147662544729477,-0.4356570213505277,3.1741438668983517,0.10718976553946545,1.5896898365732783,0.0
33,9.958814547222737,-0.9430280340810209,1.406169312477197,-2.395964669514705,-0.5094686495757341,-0.7866287975948968,-1.9813713321239792,0.0
34,10.044740198177598,-0.642510504950431,-0.03609931757350737,-1.1899988553807164,-0.806838239496348,-0.2681930075688953,2.1218323377210284,0.0
35,9.036722121742065,-1.7460238212785302,2.4497542409716857,-1.0629623484427735,-0.27946792680154564,0.11955161800631904,0.7877477118038039,0.0
